Date,mediantransactionvalueUSD
2015/11/06,133.084
2015/11/07,86.653
2015/11/08,96.225
2015/11/09,110.696
2015/11/10,122.202
2015/11/11,123.168
2015/11/12,133.822
2015/11/13,126.871
2015/11/14,96.933
2015/11/15,107.244
2015/11/16,130.201
2015/11/17,114.316
2015/11/18,113.063
2015/11/19,105.242
2015/11/20,98.598
2015/11/21,79.782
2015/11/22,82.6
2015/11/23,115.197
2015/11/24,108.621
2015/11/25,128.921
2015/11/26,147.459
2015/11/27,147.944
2015/11/28,75.422
2015/11/29,97.621
2015/11/30,150.74
2015/12/01,146.016
2015/12/02,146.944
2015/12/03,115.963
2015/12/04,117.923
2015/12/05,129.801
2015/12/06,190.581
2015/12/07,198.276
2015/12/08,177.696
2015/12/09,251.091
2015/12/10,269.242
2015/12/11,268.653
2015/12/12,190.416
2015/12/13,254.9
2015/12/14,219.558
2015/12/15,209.696
2015/12/16,213.286
2015/12/17,232.901
2015/12/18,245.411
2015/12/19,151.534
2015/12/20,222.668
2015/12/21,249.933
2015/12/22,244.393
2015/12/23,258.198
2015/12/24,291.35
2015/12/25,308.912
2015/12/26,109.723
2015/12/27,85.938
2015/12/28,124.794
2015/12/29,123.618
2015/12/30,107.503
2015/12/31,104.33
2016/01/01,99.324
2016/01/02,74.207
2016/01/03,91.521
2016/01/04,93.149
2016/01/05,110.589
2016/01/06,114.298
2016/01/07,118.683
2016/01/08,114.43
2016/01/09,74.476
2016/01/10,85.17
2016/01/11,108.896
2016/01/12,108.444
2016/01/13,121.374
2016/01/14,120.637
2016/01/15,116.102
2016/01/16,75.922
2016/01/17,77.99
2016/01/18,91.385
2016/01/19,120.745
2016/01/20,105.614
2016/01/21,122.14
2016/01/22,122.007
2016/01/23,120.367
2016/01/24,163.556
2016/01/25,111.21
2016/01/26,157.879
2016/01/27,153.774
2016/01/28,110.332
2016/01/29,120.316
2016/01/30,141.865
2016/01/31,132.166
2016/02/01,155.405
2016/02/02,114.539
2016/02/03,98.022
2016/02/04,147.05
2016/02/05,138.438
2016/02/06,148.611
2016/02/07,138.86
2016/02/08,181.746
2016/02/09,205.305
2016/02/10,206.339
2016/02/11,149.286
2016/02/12,140.145
2016/02/13,143.206
2016/02/14,154.082
2016/02/15,196.379
2016/02/16,200.731
2016/02/17,176.735
2016/02/18,176.76
2016/02/19,186.092
2016/02/20,202.225
2016/02/21,219.441
2016/02/22,204.59
2016/02/23,181.651
2016/02/24,168.434
2016/02/25,165.218
2016/02/26,173.562
2016/02/27,107.454
2016/02/28,256.579
2016/02/29,329.906
2016/03/01,284.384
2016/03/02,284.898
2016/03/03,207.207
2016/03/04,185.649
2016/03/05,419.867
2016/03/06,126.118
2016/03/07,137.622
2016/03/08,134.193
2016/03/09,125.536
2016/03/10,112.258
2016/03/11,115.3
2016/03/12,106.473
2016/03/13,99.511
2016/03/14,122.993
2016/03/15,124.686
2016/03/16,198.875
